k_subset,language,category,count,language_resource_tier
2,Kyrgyz,Copyright/Trademark/Plagiarism,4,low
2,Kyrgyz,Criminal Planning/Confessions,6,low
2,Kyrgyz,Fraud/Deception,6,low
2,Kyrgyz,Guns and Illegal Weapons,6,low
2,Kyrgyz,Harassment,6,low
2,Kyrgyz,Hate/Identity Hate,6,low
2,Kyrgyz,High Risk Gov Decision Making,3,low
2,Kyrgyz,Illegal Activity,1,low
2,Kyrgyz,Malware,5,low
2,Kyrgyz,PII/Privacy,6,low
2,Kyrgyz,Political/Misinformation/Conspiracy,6,low
2,Kyrgyz,Profanity,6,low
2,Kyrgyz,Sexual,6,low
2,Kyrgyz,Sexual (minor),4,low
2,Kyrgyz,Suicide and Self Harm,6,low
2,Kyrgyz,Threat,4,low
2,Kyrgyz,Unauthorized Advice,4,low
2,Kyrgyz,Violence,6,low
2,Lao,Controlled/Regulated Substances,6,low
2,Lao,Copyright/Trademark/Plagiarism,6,low
2,Lao,Criminal Planning/Confessions,6,low
2,Lao,Fraud/Deception,6,low
2,Lao,Guns and Illegal Weapons,6,low
2,Lao,Harassment,6,low
2,Lao,Hate/Identity Hate,6,low
2,Lao,High Risk Gov Decision Making,4,low
2,Lao,Illegal Activity,1,low
2,Lao,Malware,4,low
2,Lao,PII/Privacy,6,low
2,Lao,Political/Misinformation/Conspiracy,6,low
2,Lao,Profanity,6,low
2,Lao,Sexual,6,low
2,Lao,Sexual (minor),5,low
2,Lao,Suicide and Self Harm,6,low
2,Lao,Threat,5,low
2,Lao,Unauthorized Advice,4,low
2,Lao,Violence,6,low
2,Latvian,Controlled/Regulated Substances,6,low
2,Latvian,Copyright/Trademark/Plagiarism,6,low
2,Latvian,Criminal Planning/Confessions,6,low
2,Latvian,Fraud/Deception,6,low
2,Latvian,Guns and Illegal Weapons,6,low
2,Latvian,Harassment,6,low
2,Latvian,Hate/Identity Hate,6,low
2,Latvian,High Risk Gov Decision Making,5,low
2,Latvian,Illegal Activity,1,low
2,Latvian,Malware,4,low
2,Latvian,PII/Privacy,6,low
2,Latvian,Political/Misinformation/Conspiracy,6,low
2,Latvian,Profanity,6,low
2,Latvian,Sexual,6,low
2,Latvian,Sexual (minor),4,low
2,Latvian,Suicide and Self Harm,6,low
2,Latvian,Threat,5,low
2,Latvian,Unauthorized Advice,6,low
2,Latvian,Violence,6,low
2,Lingala,Controlled/Regulated Substances,8,low
2,Lingala,Copyright/Trademark/Plagiarism,8,low
2,Lingala,Criminal Planning/Confessions,8,low
2,Lingala,Fraud/Deception,8,low
2,Lingala,Guns and Illegal Weapons,8,low
2,Lingala,Harassment,8,low
2,Lingala,Hate/Identity Hate,8,low
2,Lingala,High Risk Gov Decision Making,4,low
2,Lingala,Illegal Activity,1,low
2,Lingala,Malware,5,low
2,Lingala,PII/Privacy,8,low
2,Lingala,Political/Misinformation/Conspiracy,8,low
2,Lingala,Profanity,7,low
2,Lingala,Sexual,8,low
2,Lingala,Sexual (minor),3,low
2,Lingala,Suicide and Self Harm,8,low
2,Lingala,Threat,4,low
2,Lingala,Unauthorized Advice,5,low
2,Lingala,Violence,8,low
2,Lithuanian,Controlled/Regulated Substances,6,low
2,Lithuanian,Copyright/Trademark/Plagiarism,4,low
2,Lithuanian,Criminal Planning/Confessions,6,low
2,Lithuanian,Fraud/Deception,6,low
2,Lithuanian,Guns and Illegal Weapons,6,low
2,Lithuanian,Harassment,6,low
2,Lithuanian,Hate/Identity Hate,6,low
2,Lithuanian,High Risk Gov Decision Making,5,low
2,Lithuanian,Illegal Activity,1,low
2,Lithuanian,Malware,6,low
2,Lithuanian,PII/Privacy,6,low
2,Lithuanian,Political/Misinformation/Conspiracy,6,low
2,Lithuanian,Profanity,6,low
2,Lithuanian,Sexual,6,low
2,Lithuanian,Sexual (minor),5,low
2,Lithuanian,Suicide and Self Harm,6,low
2,Lithuanian,Threat,5,low
2,Lithuanian,Unauthorized Advice,5,low
2,Lithuanian,Violence,6,low
2,Luo,Controlled/Regulated Substances,8,low
2,Luo,Copyright/Trademark/Plagiarism,5,low
2,Luo,Criminal Planning/Confessions,8,low
2,Luo,Fraud/Deception,6,low
2,Luo,Guns and Illegal Weapons,8,low
2,Luo,Harassment,8,low
2,Luo,Hate/Identity Hate,8,low
2,Luo,High Risk Gov Decision Making,3,low
2,Luo,Illegal Activity,1,low
2,Luo,Malware,4,low
2,Luo,PII/Privacy,8,low
2,Luo,Political/Misinformation/Conspiracy,7,low
2,Luo,Profanity,6,low
2,Luo,Sexual,8,low
2,Luo,Sexual (minor),3,low
2,Luo,Suicide and Self Harm,6,low
2,Luo,Threat,3,low
2,Luo,Unauthorized Advice,3,low
2,Luo,Violence,8,low
2,Luxembourgish,Controlled/Regulated Substances,8,low
2,Luxembourgish,Copyright/Trademark/Plagiarism,8,low
2,Luxembourgish,Criminal Planning/Confessions,8,low
2,Luxembourgish,Fraud/Deception,8,low
2,Luxembourgish,Guns and Illegal Weapons,8,low
2,Luxembourgish,Harassment,8,low
2,Luxembourgish,Hate/Identity Hate,8,low
2,Luxembourgish,High Risk Gov Decision Making,5,low
2,Luxembourgish,Illegal Activity,1,low
2,Luxembourgish,Malware,8,low
2,Luxembourgish,PII/Privacy,8,low
2,Luxembourgish,Political/Misinformation/Conspiracy,8,low
2,Luxembourgish,Profanity,8,low
2,Luxembourgish,Sexual,8,low
2,Luxembourgish,Sexual (minor),8,low
2,Luxembourgish,Suicide and Self Harm,8,low
2,Luxembourgish,Threat,7,low
2,Luxembourgish,Unauthorized Advice,6,low
2,Luxembourgish,Violence,8,low
2,Macedonian,Controlled/Regulated Substances,6,low
2,Macedonian,Copyright/Trademark/Plagiarism,5,low
2,Macedonian,Criminal Planning/Confessions,6,low
2,Macedonian,Fraud/Deception,6,low
2,Macedonian,Guns and Illegal Weapons,6,low
2,Macedonian,Harassment,6,low
2,Macedonian,Hate/Identity Hate,6,low
2,Macedonian,High Risk Gov Decision Making,4,low
2,Macedonian,Illegal Activity,1,low
2,Macedonian,Malware,6,low
2,Macedonian,PII/Privacy,6,low
2,Macedonian,Political/Misinformation/Conspiracy,6,low
2,Macedonian,Profanity,6,low
2,Macedonian,Sexual,6,low
2,Macedonian,Sexual (minor),4,low
2,Macedonian,Suicide and Self Harm,6,low
2,Macedonian,Threat,6,low
2,Macedonian,Unauthorized Advice,6,low
2,Macedonian,Violence,6,low
2,Malay,Controlled/Regulated Substances,6,medium
2,Malay,Copyright/Trademark/Plagiarism,6,medium
2,Malay,Criminal Planning/Confessions,6,medium
2,Malay,Fraud/Deception,6,medium
2,Malay,Guns and Illegal Weapons,6,medium
2,Malay,Harassment,6,medium
2,Malay,Hate/Identity Hate,6,medium
2,Malay,High Risk Gov Decision Making,5,medium
2,Malay,Illegal Activity,1,medium
2,Malay,Malware,6,medium
2,Malay,PII/Privacy,6,medium
2,Malay,Political/Misinformation/Conspiracy,6,medium
2,Malay,Profanity,6,medium
2,Malay,Sexual,6,medium
2,Malay,Sexual (minor),6,medium
2,Malay,Suicide and Self Harm,6,medium
2,Malay,Threat,6,medium
2,Malay,Unauthorized Advice,6,medium
2,Malay,Violence,6,medium
2,Malayalam,Controlled/Regulated Substances,6,low
2,Malayalam,Copyright/Trademark/Plagiarism,6,low
2,Malayalam,Criminal Planning/Confessions,6,low
2,Malayalam,Fraud/Deception,6,low
2,Malayalam,Guns and Illegal Weapons,6,low
2,Malayalam,Harassment,6,low
2,Malayalam,Hate/Identity Hate,6,low
2,Malayalam,High Risk Gov Decision Making,4,low
2,Malayalam,Illegal Activity,1,low
2,Malayalam,Malware,6,low
2,Malayalam,PII/Privacy,6,low
2,Malayalam,Political/Misinformation/Conspiracy,6,low
2,Malayalam,Profanity,6,low
2,Malayalam,Sexual,6,low
2,Malayalam,Sexual (minor),4,low
2,Malayalam,Suicide and Self Harm,6,low
2,Malayalam,Threat,6,low
2,Malayalam,Unauthorized Advice,4,low
2,Malayalam,Violence,6,low
2,Maltese,Controlled/Regulated Substances,8,low
2,Maltese,Copyright/Trademark/Plagiarism,8,low
2,Maltese,Criminal Planning/Confessions,8,low
2,Maltese,Fraud/Deception,8,low
2,Maltese,Guns and Illegal Weapons,8,low
2,Maltese,Harassment,8,low
2,Maltese,Hate/Identity Hate,8,low
2,Maltese,High Risk Gov Decision Making,6,low
2,Maltese,Illegal Activity,1,low
2,Maltese,Malware,8,low
2,Maltese,PII/Privacy,8,low
2,Maltese,Political/Misinformation/Conspiracy,8,low
2,Maltese,Profanity,8,low
2,Maltese,Sexual,8,low
2,Maltese,Sexual (minor),6,low
2,Maltese,Suicide and Self Harm,8,low
2,Maltese,Threat,5,low
2,Maltese,Unauthorized Advice,8,low
2,Maltese,Violence,8,low
2,Maori,Controlled/Regulated Substances,8,low
2,Maori,Copyright/Trademark/Plagiarism,8,low
2,Maori,Criminal Planning/Confessions,8,low
2,Maori,Fraud/Deception,7,low
2,Maori,Guns and Illegal Weapons,8,low
2,Maori,Harassment,8,low
2,Maori,Hate/Identity Hate,8,low
2,Maori,High Risk Gov Decision Making,5,low
2,Maori,Illegal Activity,1,low
2,Maori,Malware,4,low
2,Maori,PII/Privacy,8,low
2,Maori,Political/Misinformation/Conspiracy,8,low
2,Maori,Profanity,8,low
2,Maori,Sexual,8,low
2,Maori,Sexual (minor),4,low
2,Maori,Suicide and Self Harm,8,low
2,Maori,Threat,6,low
2,Maori,Unauthorized Advice,5,low
2,Maori,Violence,8,low
2,Marathi,Controlled/Regulated Substances,6,low
2,Marathi,Copyright/Trademark/Plagiarism,5,low
2,Marathi,Criminal Planning/Confessions,6,low
2,Marathi,Fraud/Deception,6,low
2,Marathi,Guns and Illegal Weapons,6,low
2,Marathi,Harassment,6,low
2,Marathi,Hate/Identity Hate,6,low
2,Marathi,High Risk Gov Decision Making,4,low
2,Marathi,Illegal Activity,1,low
2,Marathi,Malware,5,low
2,Marathi,PII/Privacy,6,low
2,Marathi,Political/Misinformation/Conspiracy,6,low
2,Marathi,Profanity,6,low
2,Marathi,Sexual,6,low
2,Marathi,Sexual (minor),4,low
2,Marathi,Suicide and Self Harm,6,low
2,Marathi,Threat,5,low
2,Marathi,Unauthorized Advice,5,low
2,Marathi,Violence,6,low
2,Mongolian,Controlled/Regulated Substances,6,low
2,Mongolian,Copyright/Trademark/Plagiarism,4,low
2,Mongolian,Criminal Planning/Confessions,6,low
2,Mongolian,Fraud/Deception,6,low
2,Mongolian,Guns and Illegal Weapons,6,low
2,Mongolian,Harassment,6,low
2,Mongolian,Hate/Identity Hate,6,low
2,Mongolian,High Risk Gov Decision Making,4,low
2,Mongolian,Illegal Activity,1,low
2,Mongolian,Malware,3,low
2,Mongolian,PII/Privacy,6,low
2,Mongolian,Political/Misinformation/Conspiracy,6,low
2,Mongolian,Profanity,6,low
2,Mongolian,Sexual,6,low
2,Mongolian,Sexual (minor),4,low
2,Mongolian,Suicide and Self Harm,6,low
2,Mongolian,Threat,2,low
2,Mongolian,Unauthorized Advice,5,low
2,Mongolian,Violence,6,low
2,Nepali,Controlled/Regulated Substances,7,low
2,Nepali,Copyright/Trademark/Plagiarism,6,low
2,Nepali,Criminal Planning/Confessions,7,low
2,Nepali,Fraud/Deception,6,low
2,Nepali,Guns and Illegal Weapons,6,low
2,Nepali,Harassment,7,low
2,Nepali,Hate/Identity Hate,8,low
2,Nepali,High Risk Gov Decision Making,4,low
2,Nepali,Illegal Activity,1,low
2,Nepali,Malware,6,low
2,Nepali,PII/Privacy,7,low
2,Nepali,Political/Misinformation/Conspiracy,6,low
2,Nepali,Profanity,6,low
2,Nepali,Sexual,6,low
2,Nepali,Sexual (minor),4,low
2,Nepali,Suicide and Self Harm,6,low
2,Nepali,Threat,6,low
2,Nepali,Unauthorized Advice,4,low
2,Nepali,Violence,6,low
2,Northern Sotho,Controlled/Regulated Substances,8,low
2,Northern Sotho,Copyright/Trademark/Plagiarism,8,low
2,Northern Sotho,Criminal Planning/Confessions,8,low
2,Northern Sotho,Fraud/Deception,8,low
2,Northern Sotho,Guns and Illegal Weapons,8,low
2,Northern Sotho,Harassment,8,low
2,Northern Sotho,Hate/Identity Hate,8,low
2,Northern Sotho,High Risk Gov Decision Making,4,low
2,Northern Sotho,Illegal Activity,1,low
2,Northern Sotho,Malware,5,low
2,Northern Sotho,PII/Privacy,8,low
2,Northern Sotho,Political/Misinformation/Conspiracy,8,low
2,Northern Sotho,Profanity,8,low
2,Northern Sotho,Sexual,8,low
2,Northern Sotho,Sexual (minor),4,low
2,Northern Sotho,Suicide and Self Harm,8,low
2,Northern Sotho,Threat,4,low
2,Northern Sotho,Unauthorized Advice,4,low
2,Northern Sotho,Violence,8,low
2,Norwegian,Controlled/Regulated Substances,6,medium
2,Norwegian,Copyright/Trademark/Plagiarism,4,medium
2,Norwegian,Criminal Planning/Confessions,6,medium
2,Norwegian,Fraud/Deception,6,medium
2,Norwegian,Guns and Illegal Weapons,6,medium
2,Norwegian,Harassment,6,medium
2,Norwegian,Hate/Identity Hate,6,medium
2,Norwegian,High Risk Gov Decision Making,4,medium
2,Norwegian,Illegal Activity,1,medium
2,Norwegian,Malware,6,medium
2,Norwegian,PII/Privacy,6,medium
2,Norwegian,Political/Misinformation/Conspiracy,6,medium
2,Norwegian,Profanity,6,medium
2,Norwegian,Sexual,6,medium
2,Norwegian,Sexual (minor),6,medium
2,Norwegian,Suicide and Self Harm,6,medium
2,Norwegian,Threat,5,medium
2,Norwegian,Unauthorized Advice,5,medium
2,Norwegian,Violence,6,medium
2,Nyanja,Controlled/Regulated Substances,8,low
2,Nyanja,Copyright/Trademark/Plagiarism,7,low
2,Nyanja,Criminal Planning/Confessions,8,low
2,Nyanja,Fraud/Deception,7,low
2,Nyanja,Guns and Illegal Weapons,8,low
2,Nyanja,Harassment,8,low
2,Nyanja,Hate/Identity Hate,8,low
2,Nyanja,High Risk Gov Decision Making,4,low
2,Nyanja,Illegal Activity,1,low
2,Nyanja,Malware,4,low
2,Nyanja,PII/Privacy,8,low
2,Nyanja,Political/Misinformation/Conspiracy,8,low
2,Nyanja,Profanity,8,low
2,Nyanja,Sexual,8,low
2,Nyanja,Sexual (minor),5,low
2,Nyanja,Suicide and Self Harm,8,low
2,Nyanja,Threat,4,low
2,Nyanja,Unauthorized Advice,5,low
2,Nyanja,Violence,8,low
2,Occitan,Controlled/Regulated Substances,8,low
2,Occitan,Copyright/Trademark/Plagiarism,6,low
2,Occitan,Criminal Planning/Confessions,8,low
2,Occitan,Fraud/Deception,8,low
2,Occitan,Guns and Illegal Weapons,8,low
2,Occitan,Harassment,8,low
2,Occitan,Hate/Identity Hate,8,low
2,Occitan,High Risk Gov Decision Making,6,low
2,Occitan,Illegal Activity,1,low
2,Occitan,Malware,7,low
2,Occitan,PII/Privacy,8,low
2,Occitan,Political/Misinformation/Conspiracy,8,low
2,Occitan,Profanity,8,low
2,Occitan,Sexual,8,low
2,Occitan,Sexual (minor),6,low
2,Occitan,Suicide and Self Harm,8,low
2,Occitan,Threat,6,low
2,Occitan,Unauthorized Advice,6,low
2,Occitan,Violence,8,low
2,Oriya (Odia),Controlled/Regulated Substances,8,low
2,Oriya (Odia),Copyright/Trademark/Plagiarism,7,low
2,Oriya (Odia),Criminal Planning/Confessions,8,low
2,Oriya (Odia),Fraud/Deception,8,low
2,Oriya (Odia),Guns and Illegal Weapons,8,low
2,Oriya (Odia),Harassment,8,low
2,Oriya (Odia),Hate/Identity Hate,8,low
2,Oriya (Odia),High Risk Gov Decision Making,4,low
2,Oriya (Odia),Illegal Activity,1,low
2,Oriya (Odia),Malware,6,low
2,Oriya (Odia),PII/Privacy,8,low
2,Oriya (Odia),Political/Misinformation/Conspiracy,8,low
2,Oriya (Odia),Profanity,8,low
2,Oriya (Odia),Sexual,8,low
2,Oriya (Odia),Sexual (minor),5,low
2,Oriya (Odia),Suicide and Self Harm,8,low
2,Oriya (Odia),Threat,6,low
2,Oriya (Odia),Unauthorized Advice,5,low
2,Oriya (Odia),Violence,8,low
2,Oromo,Controlled/Regulated Substances,4,low
2,Oromo,Copyright/Trademark/Plagiarism,3,low
2,Oromo,Criminal Planning/Confessions,4,low
2,Oromo,Fraud/Deception,2,low
2,Oromo,Guns and Illegal Weapons,4,low
2,Oromo,Harassment,3,low
2,Oromo,Hate/Identity Hate,4,low
2,Oromo,High Risk Gov Decision Making,2,low
2,Oromo,Illegal Activity,1,low
2,Oromo,Malware,2,low
2,Oromo,PII/Privacy,4,low
2,Oromo,Political/Misinformation/Conspiracy,2,low
2,Oromo,Profanity,3,low
2,Oromo,Sexual,2,low
2,Oromo,Sexual (minor),2,low
2,Oromo,Suicide and Self Harm,2,low
2,Oromo,Threat,2,low
2,Oromo,Unauthorized Advice,2,low
2,Oromo,Violence,3,low
2,Pashto,Controlled/Regulated Substances,6,low
2,Pashto,Copyright/Trademark/Plagiarism,6,low
2,Pashto,Criminal Planning/Confessions,6,low
2,Pashto,Fraud/Deception,6,low
2,Pashto,Guns and Illegal Weapons,6,low
2,Pashto,Harassment,6,low
2,Pashto,Hate/Identity Hate,6,low
2,Pashto,High Risk Gov Decision Making,4,low
2,Pashto,Illegal Activity,1,low
2,Pashto,Malware,5,low
2,Pashto,PII/Privacy,6,low
2,Pashto,Political/Misinformation/Conspiracy,6,low
2,Pashto,Profanity,6,low
2,Pashto,Sexual,6,low
2,Pashto,Sexual (minor),5,low
2,Pashto,Suicide and Self Harm,6,low
2,Pashto,Threat,6,low
2,Pashto,Unauthorized Advice,6,low
2,Pashto,Violence,6,low
2,Persian,Controlled/Regulated Substances,6,medium
2,Persian,Copyright/Trademark/Plagiarism,6,medium
2,Persian,Criminal Planning/Confessions,6,medium
2,Persian,Fraud/Deception,6,medium
2,Persian,Guns and Illegal Weapons,6,medium
2,Persian,Harassment,6,medium
2,Persian,Hate/Identity Hate,6,medium
2,Persian,High Risk Gov Decision Making,4,medium
2,Persian,Illegal Activity,1,medium
2,Persian,Malware,6,medium
2,Persian,PII/Privacy,6,medium
2,Persian,Political/Misinformation/Conspiracy,6,medium
2,Persian,Profanity,6,medium
2,Persian,Sexual,6,medium
2,Persian,Sexual (minor),5,medium
2,Persian,Suicide and Self Harm,6,medium
2,Persian,Threat,5,medium
2,Persian,Unauthorized Advice,6,medium
2,Persian,Violence,6,medium
2,Polish,Controlled/Regulated Substances,6,medium
2,Polish,Copyright/Trademark/Plagiarism,4,medium
2,Polish,Criminal Planning/Confessions,6,medium
2,Polish,Fraud/Deception,6,medium
2,Polish,Guns and Illegal Weapons,6,medium
2,Polish,Harassment,6,medium
2,Polish,Hate/Identity Hate,6,medium
2,Polish,High Risk Gov Decision Making,6,medium
2,Polish,Illegal Activity,1,medium
2,Polish,Malware,5,medium
2,Polish,PII/Privacy,6,medium
2,Polish,Political/Misinformation/Conspiracy,6,medium
2,Polish,Profanity,6,medium
2,Polish,Sexual,6,medium
2,Polish,Sexual (minor),6,medium
2,Polish,Suicide and Self Harm,6,medium
2,Polish,Threat,6,medium
2,Polish,Unauthorized Advice,5,medium
2,Polish,Violence,6,medium
2,Portuguese,Controlled/Regulated Substances,6,high
2,Portuguese,Copyright/Trademark/Plagiarism,6,high
2,Portuguese,Criminal Planning/Confessions,6,high
2,Portuguese,Fraud/Deception,6,high
2,Portuguese,Guns and Illegal Weapons,6,high
2,Portuguese,Harassment,6,high
2,Portuguese,Hate/Identity Hate,6,high
2,Portuguese,High Risk Gov Decision Making,6,high
2,Portuguese,Illegal Activity,1,high
2,Portuguese,Malware,6,high
2,Portuguese,PII/Privacy,6,high
2,Portuguese,Political/Misinformation/Conspiracy,6,high
2,Portuguese,Profanity,6,high
2,Portuguese,Sexual,6,high
2,Portuguese,Sexual (minor),6,high
2,Portuguese,Suicide and Self Harm,6,high
2,Portuguese,Threat,5,high
2,Portuguese,Unauthorized Advice,6,high
2,Portuguese,Violence,6,high
2,Punjabi,Controlled/Regulated Substances,6,low
2,Punjabi,Copyright/Trademark/Plagiarism,6,low
2,Punjabi,Criminal Planning/Confessions,6,low
2,Punjabi,Fraud/Deception,6,low
2,Punjabi,Guns and Illegal Weapons,6,low
2,Punjabi,Harassment,6,low
2,Punjabi,Hate/Identity Hate,6,low
2,Punjabi,High Risk Gov Decision Making,5,low
2,Punjabi,Illegal Activity,1,low
2,Punjabi,Malware,6,low
2,Punjabi,PII/Privacy,6,low
2,Punjabi,Political/Misinformation/Conspiracy,6,low
2,Punjabi,Profanity,6,low
2,Punjabi,Sexual,6,low
2,Punjabi,Sexual (minor),6,low
2,Punjabi,Suicide and Self Harm,6,low
2,Punjabi,Threat,6,low
2,Punjabi,Unauthorized Advice,6,low
2,Punjabi,Violence,6,low
2,Romanian,Controlled/Regulated Substances,6,medium
2,Romanian,Copyright/Trademark/Plagiarism,6,medium
2,Romanian,Criminal Planning/Confessions,6,medium
2,Romanian,Fraud/Deception,6,medium
2,Romanian,Guns and Illegal Weapons,6,medium
2,Romanian,Harassment,6,medium
2,Romanian,Hate/Identity Hate,6,medium
2,Romanian,High Risk Gov Decision Making,6,medium
2,Romanian,Illegal Activity,1,medium
2,Romanian,Malware,6,medium
2,Romanian,PII/Privacy,6,medium
2,Romanian,Political/Misinformation/Conspiracy,6,medium
2,Romanian,Profanity,6,medium
2,Romanian,Sexual,6,medium
2,Romanian,Sexual (minor),6,medium
2,Romanian,Suicide and Self Harm,6,medium
2,Romanian,Threat,4,medium
2,Romanian,Unauthorized Advice,6,medium
2,Romanian,Violence,6,medium
2,Russian,Controlled/Regulated Substances,6,high
2,Russian,Copyright/Trademark/Plagiarism,6,high
2,Russian,Criminal Planning/Confessions,6,high
2,Russian,Fraud/Deception,6,high
2,Russian,Guns and Illegal Weapons,6,high
2,Russian,Harassment,6,high
2,Russian,Hate/Identity Hate,6,high
2,Russian,High Risk Gov Decision Making,6,high
2,Russian,Illegal Activity,1,high
2,Russian,Malware,5,high
2,Russian,PII/Privacy,6,high
2,Russian,Political/Misinformation/Conspiracy,6,high
2,Russian,Profanity,6,high
2,Russian,Sexual,6,high
2,Russian,Sexual (minor),4,high
2,Russian,Suicide and Self Harm,6,high
2,Russian,Threat,5,high
2,Russian,Unauthorized Advice,6,high
2,Russian,Violence,6,high
2,Serbian,Controlled/Regulated Substances,6,low
2,Serbian,Copyright/Trademark/Plagiarism,6,low
2,Serbian,Criminal Planning/Confessions,6,low
2,Serbian,Fraud/Deception,6,low
2,Serbian,Guns and Illegal Weapons,6,low
2,Serbian,Harassment,6,low
2,Serbian,Hate/Identity Hate,6,low
2,Serbian,High Risk Gov Decision Making,5,low
2,Serbian,Illegal Activity,1,low
2,Serbian,Malware,6,low
2,Serbian,PII/Privacy,6,low
2,Serbian,Political/Misinformation/Conspiracy,6,low
2,Serbian,Profanity,6,low
2,Serbian,Sexual,6,low
2,Serbian,Sexual (minor),6,low
2,Serbian,Suicide and Self Harm,6,low
2,Serbian,Threat,4,low
2,Serbian,Unauthorized Advice,6,low
2,Serbian,Violence,6,low
2,Shona,Controlled/Regulated Substances,8,low
2,Shona,Copyright/Trademark/Plagiarism,6,low
2,Shona,Criminal Planning/Confessions,8,low
2,Shona,Fraud/Deception,8,low
2,Shona,Guns and Illegal Weapons,8,low
2,Shona,Harassment,8,low
2,Shona,Hate/Identity Hate,8,low
2,Shona,High Risk Gov Decision Making,4,low
2,Shona,Illegal Activity,1,low
2,Shona,Malware,5,low
2,Shona,PII/Privacy,8,low
2,Shona,Political/Misinformation/Conspiracy,8,low
2,Shona,Profanity,8,low
2,Shona,Sexual,8,low
2,Shona,Sexual (minor),4,low
2,Shona,Suicide and Self Harm,8,low
2,Shona,Threat,6,low
2,Shona,Unauthorized Advice,5,low
2,Shona,Violence,8,low
2,Sindhi,Controlled/Regulated Substances,6,low
2,Sindhi,Copyright/Trademark/Plagiarism,6,low
2,Sindhi,Criminal Planning/Confessions,6,low
2,Sindhi,Fraud/Deception,6,low
2,Sindhi,Guns and Illegal Weapons,6,low
2,Sindhi,Harassment,6,low
2,Sindhi,Hate/Identity Hate,6,low
2,Sindhi,High Risk Gov Decision Making,4,low
2,Sindhi,Illegal Activity,1,low
2,Sindhi,Malware,5,low
2,Sindhi,PII/Privacy,6,low
2,Sindhi,Political/Misinformation/Conspiracy,6,low
2,Sindhi,Profanity,5,low
2,Sindhi,Sexual,6,low
2,Sindhi,Sexual (minor),4,low
2,Sindhi,Suicide and Self Harm,6,low
2,Sindhi,Threat,5,low
2,Sindhi,Unauthorized Advice,6,low
2,Sindhi,Violence,6,low
2,Slovak,Controlled/Regulated Substances,6,low
2,Slovak,Copyright/Trademark/Plagiarism,6,low
2,Slovak,Criminal Planning/Confessions,6,low
2,Slovak,Fraud/Deception,6,low
2,Slovak,Guns and Illegal Weapons,6,low
2,Slovak,Harassment,6,low
2,Slovak,Hate/Identity Hate,6,low
2,Slovak,High Risk Gov Decision Making,6,low
2,Slovak,Illegal Activity,1,low
2,Slovak,Malware,6,low
2,Slovak,PII/Privacy,6,low
2,Slovak,Political/Misinformation/Conspiracy,6,low
2,Slovak,Profanity,6,low
2,Slovak,Sexual,6,low
2,Slovak,Sexual (minor),6,low
2,Slovak,Suicide and Self Harm,6,low
2,Slovak,Threat,5,low
2,Slovak,Unauthorized Advice,6,low
2,Slovak,Violence,6,low
2,Slovenian,Controlled/Regulated Substances,6,low
2,Slovenian,Copyright/Trademark/Plagiarism,5,low
2,Slovenian,Criminal Planning/Confessions,6,low
2,Slovenian,Fraud/Deception,6,low
2,Slovenian,Guns and Illegal Weapons,6,low
2,Slovenian,Harassment,6,low
2,Slovenian,Hate/Identity Hate,6,low
2,Slovenian,High Risk Gov Decision Making,4,low
2,Slovenian,Illegal Activity,1,low
2,Slovenian,Malware,5,low
2,Slovenian,PII/Privacy,6,low
2,Slovenian,Political/Misinformation/Conspiracy,6,low
2,Slovenian,Profanity,6,low
2,Slovenian,Sexual,6,low
2,Slovenian,Sexual (minor),5,low
2,Slovenian,Suicide and Self Harm,6,low
2,Slovenian,Threat,5,low
2,Slovenian,Unauthorized Advice,5,low
2,Slovenian,Violence,6,low
2,Somali,Controlled/Regulated Substances,4,low
2,Somali,Copyright/Trademark/Plagiarism,4,low
2,Somali,Criminal Planning/Confessions,6,low
2,Somali,Fraud/Deception,4,low
2,Somali,Guns and Illegal Weapons,4,low
2,Somali,Harassment,4,low
2,Somali,Hate/Identity Hate,6,low
2,Somali,High Risk Gov Decision Making,4,low
2,Somali,Illegal Activity,1,low
2,Somali,Malware,3,low
2,Somali,PII/Privacy,6,low
2,Somali,Political/Misinformation/Conspiracy,5,low
2,Somali,Profanity,4,low
2,Somali,Sexual,4,low
2,Somali,Sexual (minor),2,low
2,Somali,Suicide and Self Harm,4,low
2,Somali,Threat,2,low
2,Somali,Unauthorized Advice,3,low
2,Somali,Violence,4,low
2,Sorani Kurdish,Controlled/Regulated Substances,8,low
2,Sorani Kurdish,Copyright/Trademark/Plagiarism,8,low
2,Sorani Kurdish,Criminal Planning/Confessions,8,low
2,Sorani Kurdish,Fraud/Deception,8,low
2,Sorani Kurdish,Guns and Illegal Weapons,8,low
2,Sorani Kurdish,Harassment,8,low
2,Sorani Kurdish,Hate/Identity Hate,8,low
2,Sorani Kurdish,High Risk Gov Decision Making,5,low
2,Sorani Kurdish,Illegal Activity,1,low
2,Sorani Kurdish,Malware,5,low
2,Sorani Kurdish,PII/Privacy,8,low
2,Sorani Kurdish,Political/Misinformation/Conspiracy,8,low
2,Sorani Kurdish,Profanity,8,low
2,Sorani Kurdish,Sexual,8,low
2,Sorani Kurdish,Sexual (minor),5,low
2,Sorani Kurdish,Suicide and Self Harm,8,low
2,Sorani Kurdish,Threat,7,low
2,Sorani Kurdish,Unauthorized Advice,5,low
2,Sorani Kurdish,Violence,8,low
